BINDID	MolNameA	MolTypeA	GIA	GeneA	TaxName	MolNameB	MolTypeB	GIB	GeneB	TaxName	PMIDs
31565	CG13083	protein	24585242	0	Drosophila melanogaster	CG17599	protein	24643822	0	Drosophila melanogaster	14605208
31566	CG13083	protein	24585242	0	Drosophila melanogaster	CG17744	protein	21357151	0	Drosophila melanogaster	14605208
31567	CG13083	protein	24585242	0	Drosophila melanogaster	Golgin84	protein	24649646	0	Drosophila melanogaster	14605208
31568	CG13083	protein	24585242	0	Drosophila melanogaster	CG18292	protein	24641209	0	Drosophila melanogaster	14605208
31569	CG13083	protein	24585242	0	Drosophila melanogaster	CG30404	not specified	0	0	Drosophila melanogaster	14605208
31570	CG13083	protein	24585242	0	Drosophila melanogaster	CG31029	protein	24651303	0	Drosophila melanogaster	14605208
31571	CG13083	protein	24585242	0	Drosophila melanogaster	CG4586	protein	24640268	0	Drosophila melanogaster	14605208
31572	CG13083	protein	24585242	0	Drosophila melanogaster	CG5327	protein	24655119	0	Drosophila melanogaster	14605208
31573	CG13083	protein	24585242	0	Drosophila melanogaster	CG5913	protein	24650182	0	Drosophila melanogaster	14605208
31574	CG13083	protein	24585242	0	Drosophila melanogaster	CG6251	protein	20130049	0	Drosophila melanogaster	14605208
31575	CG13083	protein	24585242	0	Drosophila melanogaster	CG6664	protein	24665715	0	Drosophila melanogaster	14605208
31576	CG13083	protein	24585242	0	Drosophila melanogaster	pcs	protein	28573427	0	Drosophila melanogaster	14605208
31577	CG13083	protein	24585242	0	Drosophila melanogaster	CG8368	protein	24659458	0	Drosophila melanogaster	14605208
31578	CG13083	protein	24585242	0	Drosophila melanogaster	Pnn	protein	21356041	0	Drosophila melanogaster	14605208
31579	CG13083	protein	24585242	0	Drosophila melanogaster	CSN4	protein	17137696	0	Drosophila melanogaster	14605208
31580	CG13084	protein	24585240	0	Drosophila melanogaster	CG13458	protein	21357817	0	Drosophila melanogaster	14605208
31581	CG13084	protein	24585240	0	Drosophila melanogaster	CG1968	protein	24652068	0	Drosophila melanogaster	14605208
31582	CG13084	protein	24585240	0	Drosophila melanogaster	CG31534	protein	28571511	0	Drosophila melanogaster	14605208
31583	CG13084	protein	24585240	0	Drosophila melanogaster	CG32486	protein	21357871	0	Drosophila melanogaster	14605208
31584	CG13084	protein	24585240	0	Drosophila melanogaster	dx	protein	24640145	0	Drosophila melanogaster	14605208
31585	CG13084	protein	24585240	0	Drosophila melanogaster	Bap60	protein	24641689	0	Drosophila melanogaster	14605208
31586	CG13084	protein	24585240	0	Drosophila melanogaster	RhoGAP92B	protein	24648294	0	Drosophila melanogaster	14605208
31587	CG13084	protein	24585240	0	Drosophila melanogaster	CG4861	protein	28572057	0	Drosophila melanogaster	14605208
31588	CG13084	protein	24585240	0	Drosophila melanogaster	HLH54F	protein	17137454	0	Drosophila melanogaster	14605208
31589	CG13084	protein	24585240	0	Drosophila melanogaster	CG5466	protein	45550776	0	Drosophila melanogaster	14605208
31590	CG13084	protein	24585240	0	Drosophila melanogaster	CG8580	protein	24660058	0	Drosophila melanogaster	14605208
31591	CG13084	protein	24585240	0	Drosophila melanogaster	Cctgamma	protein	24647512	0	Drosophila melanogaster	14605208
31592	CG13084	protein	24585240	0	Drosophila melanogaster	CG9083	protein	22024283	0	Drosophila melanogaster	14605208
31593	CG13084	protein	24585240	0	Drosophila melanogaster	eIF-3p40	protein	45549263	0	Drosophila melanogaster	14605208
31594	CG13084	protein	24585240	0	Drosophila melanogaster	Grip128	protein	24642191	0	Drosophila melanogaster	14605208
31595	CG13085	protein	24585215	0	Drosophila melanogaster	skl	protein	17986155	0	Drosophila melanogaster	14605208
31596	CG13085	protein	24585215	0	Drosophila melanogaster	CG14053	protein	24639304	0	Drosophila melanogaster	14605208
31597	CG13085	protein	24585215	0	Drosophila melanogaster	Idgf4	protein	24640907	0	Drosophila melanogaster	14605208
31598	CG13085	protein	24585215	0	Drosophila melanogaster	CG2185	not specified	0	0	Drosophila melanogaster	14605208
31599	CG13085	protein	24585215	0	Drosophila melanogaster	CG30430	protein	24762828	0	Drosophila melanogaster	14605208
31600	CG13085	protein	24585215	0	Drosophila melanogaster	CG6856	protein	21357903	0	Drosophila melanogaster	14605208
31601	CG13085	protein	24585215	0	Drosophila melanogaster	CG9070	protein	19922020	0	Drosophila melanogaster	14605208
31602	CG13087	protein	24582860	0	Drosophila melanogaster	CG32176	protein	24665928	0	Drosophila melanogaster	14605208
31603	CG13087	protein	24582860	0	Drosophila melanogaster	CG4861	protein	28572057	0	Drosophila melanogaster	14605208
31604	CG13087	protein	24582860	0	Drosophila melanogaster	CG6688	protein	24649175	0	Drosophila melanogaster	14605208
31605	CG1309	protein	21355871	0	Drosophila melanogaster	CG1746	protein	24651603	0	Drosophila melanogaster	14605208
31606	CG13090	protein	24582879	0	Drosophila melanogaster	sol	protein	45549034	0	Drosophila melanogaster	14605208
31607	CG13090	protein	24582879	0	Drosophila melanogaster	CG14643	protein	21356221	0	Drosophila melanogaster	14605208
31608	CG13090	protein	24582879	0	Drosophila melanogaster	CG14806	protein	24639195	0	Drosophila melanogaster	14605208
31609	CG13090	protein	24582879	0	Drosophila melanogaster	CG17050	protein	24653350	0	Drosophila melanogaster	14605208
31610	CG13090	protein	24582879	0	Drosophila melanogaster	CG18012	protein	24647789	0	Drosophila melanogaster	14605208
31611	CG13090	protein	24582879	0	Drosophila melanogaster	Myo10A	protein	24641148	0	Drosophila melanogaster	14605208
31612	CG13090	protein	24582879	0	Drosophila melanogaster	EG:25E8.4	protein	18543285	0	Drosophila melanogaster	14605208
31613	CG13090	protein	24582879	0	Drosophila melanogaster	l(2)k09913	protein	24659033	0	Drosophila melanogaster	14605208
31614	CG13090	protein	24582879	0	Drosophila melanogaster	CG31626	protein	24585620	0	Drosophila melanogaster	14605208
31615	CG13090	protein	24582879	0	Drosophila melanogaster	SdhB	protein	17137106	0	Drosophila melanogaster	14605208
31616	CG13090	protein	24582879	0	Drosophila melanogaster	Spx	protein	17530817	0	Drosophila melanogaster	14605208
31617	CG13090	protein	24582879	0	Drosophila melanogaster	zf30C	protein	17137452	0	Drosophila melanogaster	14605208
31618	CG13090	protein	24582879	0	Drosophila melanogaster	eIF-4E	protein	24661565	0	Drosophila melanogaster	14605208
31619	CG13090	protein	24582879	0	Drosophila melanogaster	CG4454	protein	24583012	0	Drosophila melanogaster	14605208
31620	CG13090	protein	24582879	0	Drosophila melanogaster	CG4617	protein	18858161	0	Drosophila melanogaster	14605208
31621	CG13090	protein	24582879	0	Drosophila melanogaster	Pen	protein	17136998	0	Drosophila melanogaster	14605208
31622	CG13090	protein	24582879	0	Drosophila melanogaster	E2f	protein	24648774	0	Drosophila melanogaster	14605208
31623	CG13090	protein	24582879	0	Drosophila melanogaster	CG6447	protein	24650350	0	Drosophila melanogaster	14605208
31624	CG13090	protein	24582879	0	Drosophila melanogaster	CG7277	protein	19920760	0	Drosophila melanogaster	14605208
31625	CG13090	protein	24582879	0	Drosophila melanogaster	C15	protein	45549042	0	Drosophila melanogaster	14605208
31626	CG13090	protein	24582879	0	Drosophila melanogaster	CG9273	protein	19921606	0	Drosophila melanogaster	14605208
31627	CG13095	protein	20129385	0	Drosophila melanogaster	blow	protein	24586307	0	Drosophila melanogaster	14605208
31628	CG13095	protein	20129385	0	Drosophila melanogaster	Cp36	protein	17530857	0	Drosophila melanogaster	14605208
31629	CG13095	protein	20129385	0	Drosophila melanogaster	sty	protein	24656844	0	Drosophila melanogaster	14605208
31630	CG13095	protein	20129385	0	Drosophila melanogaster	CG9665	protein	24665661	0	Drosophila melanogaster	14605208
31631	CG13097	protein	19920954	0	Drosophila melanogaster	CG16717	protein	24661811	0	Drosophila melanogaster	14605208
31632	CG13097	protein	19920954	0	Drosophila melanogaster	CG32772	protein	24639782	0	Drosophila melanogaster	14605208
31633	CG13097	protein	19920954	0	Drosophila melanogaster	CG4866	protein	19922456	0	Drosophila melanogaster	14605208
31634	CG13097	protein	19920954	0	Drosophila melanogaster	ari-2	protein	17137570	0	Drosophila melanogaster	14605208
31635	CG13097	protein	19920954	0	Drosophila melanogaster	BG:DS00941.12	protein	19921294	0	Drosophila melanogaster	14605208
31636	mRpL51	protein	19920958	0	Drosophila melanogaster	CG9740	protein	21355783	0	Drosophila melanogaster	14605208
31637	CG13113	protein	24583065	0	Drosophila melanogaster	Ntf-2	not specified	0	0	Drosophila melanogaster	14605208
31638	CG13113	protein	24583065	0	Drosophila melanogaster	CG3214	protein	24581165	0	Drosophila melanogaster	14605208
31639	CG13114	protein	24583067	0	Drosophila melanogaster	CG13627	protein	45551964	0	Drosophila melanogaster	14605208
31640	CG13114	protein	24583067	0	Drosophila melanogaster	CG13840	protein	24649158	0	Drosophila melanogaster	14605208
31641	CG13114	protein	24583067	0	Drosophila melanogaster	sol	protein	45549034	0	Drosophila melanogaster	14605208
31642	CG13114	protein	24583067	0	Drosophila melanogaster	CG14204	protein	24643303	0	Drosophila melanogaster	14605208
31643	CG13114	protein	24583067	0	Drosophila melanogaster	CG15109	protein	28573563	0	Drosophila melanogaster	14605208
31644	CG13114	protein	24583067	0	Drosophila melanogaster	CG15489	protein	24583929	0	Drosophila melanogaster	14605208
31645	CG13114	protein	24583067	0	Drosophila melanogaster	CG15737	protein	24641449	0	Drosophila melanogaster	14605208
31646	CG13114	protein	24583067	0	Drosophila melanogaster	CG15781	protein	24639885	0	Drosophila melanogaster	14605208
31647	CG13114	protein	24583067	0	Drosophila melanogaster	CG17003	protein	20129077	0	Drosophila melanogaster	14605208
31648	CG13114	protein	24583067	0	Drosophila melanogaster	EG:25E8.4	protein	18543285	0	Drosophila melanogaster	14605208
31649	CG13114	protein	24583067	0	Drosophila melanogaster	Dys	protein	24648203	0	Drosophila melanogaster	14605208
31650	CG13114	protein	24583067	0	Drosophila melanogaster	CG31211	protein	28571662	0	Drosophila melanogaster	14605208
31651	CG13114	protein	24583067	0	Drosophila melanogaster	CG32016	protein	28558745	0	Drosophila melanogaster	14605208
31652	CG13114	protein	24583067	0	Drosophila melanogaster	CG33193	protein	28572108	0	Drosophila melanogaster	14605208
31653	CG13114	protein	24583067	0	Drosophila melanogaster	CG3353	protein	24648668	0	Drosophila melanogaster	14605208
31654	CG13114	protein	24583067	0	Drosophila melanogaster	gcm2	protein	19921002	0	Drosophila melanogaster	14605208
31655	CG13114	protein	24583067	0	Drosophila melanogaster	l(3)IX-14	protein	21357023	0	Drosophila melanogaster	14605208
31656	CG13114	protein	24583067	0	Drosophila melanogaster	term	protein	24666330	0	Drosophila melanogaster	14605208
31657	CG13114	protein	24583067	0	Drosophila melanogaster	Bap60	protein	24641689	0	Drosophila melanogaster	14605208
31658	CG13114	protein	24583067	0	Drosophila melanogaster	Tektin-A	protein	17737425	0	Drosophila melanogaster	14605208
31659	CG13114	protein	24583067	0	Drosophila melanogaster	CG5225	protein	24647572	0	Drosophila melanogaster	14605208
31660	CG13114	protein	24583067	0	Drosophila melanogaster	CG5358	protein	24645553	0	Drosophila melanogaster	14605208
31661	CG13114	protein	24583067	0	Drosophila melanogaster	CG5466	protein	45550776	0	Drosophila melanogaster	14605208
31662	CG13114	protein	24583067	0	Drosophila melanogaster	CG5494	protein	24648484	0	Drosophila melanogaster	14605208
31663	CG13114	protein	24583067	0	Drosophila melanogaster	CG6119	protein	24653410	0	Drosophila melanogaster	14605208
31664	CG13114	protein	24583067	0	Drosophila melanogaster	CG6163	protein	24662650	0	Drosophila melanogaster	14605208
31665	CG13114	protein	24583067	0	Drosophila melanogaster	CG6240	protein	24648207	0	Drosophila melanogaster	14605208
31666	CG13114	protein	24583067	0	Drosophila melanogaster	CG6707	protein	24662056	0	Drosophila melanogaster	14605208
31667	CG13114	protein	24583067	0	Drosophila melanogaster	CG7716	protein	24660270	0	Drosophila melanogaster	14605208
31668	CG13114	protein	24583067	0	Drosophila melanogaster	CG7835	protein	24642882	0	Drosophila melanogaster	14605208
31669	CG13114	protein	24583067	0	Drosophila melanogaster	Pez	protein	19920808	0	Drosophila melanogaster	14605208
31670	CG13124	protein	28574541	0	Drosophila melanogaster	CG13458	protein	21357817	0	Drosophila melanogaster	14605208
31671	CG13124	protein	28574541	0	Drosophila melanogaster	CG2199	protein	24655153	0	Drosophila melanogaster	14605208
31672	CG13124	protein	28574541	0	Drosophila melanogaster	CG2950	protein	24581740	0	Drosophila melanogaster	14605208
31673	CG13124	protein	28574541	0	Drosophila melanogaster	CG33017	protein	28573466	0	Drosophila melanogaster	14605208
31674	CG13124	protein	28574541	0	Drosophila melanogaster	CG3342	protein	18858125	0	Drosophila melanogaster	14605208
31675	CG13124	protein	28574541	0	Drosophila melanogaster	Traf3	protein	24642520	0	Drosophila melanogaster	14605208
31676	CG13124	protein	28574541	0	Drosophila melanogaster	EG:EG0007.10	protein	20128985	0	Drosophila melanogaster	14605208
31677	CG13124	protein	28574541	0	Drosophila melanogaster	CG7360	protein	24648231	0	Drosophila melanogaster	14605208
31678	CG13124	protein	28574541	0	Drosophila melanogaster	CG7809	protein	24667089	0	Drosophila melanogaster	14605208
31679	CG13124	protein	28574541	0	Drosophila melanogaster	stck	protein	24645058	0	Drosophila melanogaster	14605208
31680	CG13125	protein	28574537	0	Drosophila melanogaster	CG17050	protein	24653350	0	Drosophila melanogaster	14605208
31681	CG13125	protein	28574537	0	Drosophila melanogaster	CG5140	protein	19922516	0	Drosophila melanogaster	14605208
31682	CG13125	protein	28574537	0	Drosophila melanogaster	CG8301	protein	21355909	0	Drosophila melanogaster	14605208
31683	CG13125	protein	28574537	0	Drosophila melanogaster	Pnn	protein	21356041	0	Drosophila melanogaster	14605208
31684	CG13131	protein	24583208	0	Drosophila melanogaster	CG15141	protein	19921458	0	Drosophila melanogaster	14605208
31685	CG13131	protein	24583208	0	Drosophila melanogaster	Rad23	protein	24638593	0	Drosophila melanogaster	14605208
31686	CG13131	protein	24583208	0	Drosophila melanogaster	HBS1	protein	45550900	0	Drosophila melanogaster	14605208
31687	CG13131	protein	24583208	0	Drosophila melanogaster	CG1911	protein	24651092	0	Drosophila melanogaster	14605208
31688	CG13131	protein	24583208	0	Drosophila melanogaster	Hph	protein	24644170	0	Drosophila melanogaster	14605208
31689	CG13131	protein	24583208	0	Drosophila melanogaster	E(bx)	protein	24654644	0	Drosophila melanogaster	14605208
31690	CG13131	protein	24583208	0	Drosophila melanogaster	lbl	protein	24648755	0	Drosophila melanogaster	14605208
31691	CG13131	protein	24583208	0	Drosophila melanogaster	CG6904	protein	24646982	0	Drosophila melanogaster	14605208
31692	CG13131	protein	24583208	0	Drosophila melanogaster	CG9360	protein	24641388	0	Drosophila melanogaster	14605208
31693	CG13133	protein	24583222	0	Drosophila melanogaster	CG14317	protein	24647823	0	Drosophila melanogaster	14605208
31694	CG13133	protein	24583222	0	Drosophila melanogaster	CG8863	protein	24646562	0	Drosophila melanogaster	14605208
31695	CG13134	protein	24583224	0	Drosophila melanogaster	guf	not specified	0	0	Drosophila melanogaster	14605208
31696	CG13138	protein	24583334	0	Drosophila melanogaster	CG13138	protein	24583334	0	Drosophila melanogaster	14605208
31697	CG13138	protein	24583334	0	Drosophila melanogaster	CG13287	protein	24658772	0	Drosophila melanogaster	14605208
31698	CG13138	protein	24583334	0	Drosophila melanogaster	CG13728	protein	28574876	0	Drosophila melanogaster	14605208
31699	CG13138	protein	24583334	0	Drosophila melanogaster	CG13840	protein	24649158	0	Drosophila melanogaster	14605208
31700	CG13138	protein	24583334	0	Drosophila melanogaster	CG14011	protein	24581980	0	Drosophila melanogaster	14605208
31701	CG13138	protein	24583334	0	Drosophila melanogaster	mm	not specified	0	0	Drosophila melanogaster	14605208
31702	CG13138	protein	24583334	0	Drosophila melanogaster	CycK	protein	28574305	0	Drosophila melanogaster	14605208
31703	CG13138	protein	24583334	0	Drosophila melanogaster	IM4	protein	21358219	0	Drosophila melanogaster	14605208
31704	CG13138	protein	24583334	0	Drosophila melanogaster	Ady43A	protein	21355521	0	Drosophila melanogaster	14605208
31705	CG13138	protein	24583334	0	Drosophila melanogaster	EG:132E8.1	not specified	0	0	Drosophila melanogaster	14605208
31706	CG13138	protein	24583334	0	Drosophila melanogaster	CG31090	protein	24650192	0	Drosophila melanogaster	14605208
31707	CG13138	protein	24583334	0	Drosophila melanogaster	CycB	not specified	0	0	Drosophila melanogaster	14605208
31708	CG13138	protein	24583334	0	Drosophila melanogaster	CG5792	protein	45550970	0	Drosophila melanogaster	14605208
31709	CG13138	protein	24583334	0	Drosophila melanogaster	CG6569	protein	24648830	0	Drosophila melanogaster	14605208
